ID,AGE,JOB,MARITAL,EDUCATION,
26069,56,self-employed,married,tertiary,
26070,41,management,married,tertiary,
26071,36,technician,married,secondary,
26072,48,admin.,married,secondary,
26073,44,admin.,married,tertiary,
26074,38,management,married,tertiary,
26075,44,management,single,tertiary,
26076,31,technician,single,secondary,
26077,42,technician,divorced,tertiary,
26078,35,management,single,tertiary,
26079,36,management,single,tertiary,
26080,43,management,married,tertiary,
26081,31,technician,divorced,secondary,
26082,36,technician,married,secondary,
26083,32,management,married,tertiary,
26084,53,unemployed,married,primary,
26085,58,retired,married,primary,
26086,32,technician,single,secondary,
26087,41,technician,married,secondary,
26088,59,blue-collar,married,primary,
26089,32,management,single,tertiary,
26090,57,retired,married,secondary,
26091,32,management,married,tertiary,
26092,46,management,married,tertiary,
26093,51,blue-collar,married,secondary,
26094,31,technician,married,tertiary,
26095,30,technician,single,secondary,
26096,56,blue-collar,married,secondary,
26097,31,technician,divorced,secondary,
26098,33,technician,married,tertiary,
26099,46,management,divorced,secondary,
26100,48,technician,divorced,tertiary,
26101,30,technician,married,tertiary,
26102,47,services,married,primary,
26103,52,technician,married,secondary,
26104,33,technician,single,secondary,
26105,34,management,single,tertiary,
26106,51,blue-collar,married,primary,
26107,40,entrepreneur,married,primary,
26108,38,technician,divorced,secondary,
26109,56,blue-collar,married,secondary,
26110,31,technician,married,secondary,
26111,34,technician,single,tertiary,
26112,43,housemaid,married,tertiary,
26113,43,technician,divorced,secondary,
26114,57,technician,married,secondary,
26115,39,management,married,tertiary,
26116,45,blue-collar,married,primary,
26117,60,technician,married,tertiary,
26118,46,technician,married,unknown,
26119,46,services,married,secondary,
26120,35,technician,married,secondary,
26121,42,technician,married,secondary,
26122,50,blue-collar,married,primary,
26123,55,admin.,married,secondary,
26124,55,technician,married,secondary,
26125,33,unemployed,divorced,secondary,
26126,54,blue-collar,married,primary,
26127,31,management,married,tertiary,
26128,41,admin.,married,secondary,
26129,55,blue-collar,married,secondary,
26130,46,management,married,secondary,
26131,52,technician,married,secondary,
26132,34,management,single,tertiary,
26133,56,retired,married,primary,
26134,44,technician,single,secondary,
26135,46,admin.,married,secondary,
26136,39,management,divorced,tertiary,
26137,49,management,married,tertiary,
26138,36,management,married,tertiary,
26139,40,management,single,tertiary,
26140,34,technician,married,secondary,
26141,60,services,married,primary,
26142,45,technician,married,secondary,
26143,38,student,married,secondary,
26144,38,self-employed,married,tertiary,
26145,32,self-employed,single,secondary,
26146,32,admin.,married,tertiary,
26147,43,technician,married,secondary,
26148,36,self-employed,married,secondary,
26149,58,retired,married,secondary,
26150,31,self-employed,single,tertiary,
26151,58,retired,married,unknown,
26152,42,technician,married,secondary,
26153,35,technician,married,secondary,
26154,30,management,single,tertiary,
26155,36,management,married,tertiary,
26156,42,self-employed,married,secondary,
26157,59,technician,divorced,secondary,
26158,30,technician,single,secondary,
26159,33,technician,married,tertiary,
26160,47,blue-collar,married,primary,
26161,38,management,single,tertiary,
26162,51,blue-collar,married,primary,
26163,31,blue-collar,single,secondary,
26164,46,self-employed,married,primary,
26165,37,technician,divorced,tertiary,
26166,34,technician,single,secondary,
26167,44,management,married,tertiary,
26168,53,self-employed,married,tertiary,
26169,30,management,single,tertiary,
26170,59,retired,married,primary,
26171,49,blue-collar,married,secondary,
26172,48,technician,married,secondary,
26173,47,technician,divorced,secondary,
26174,44,housemaid,married,secondary,
26175,34,management,married,tertiary,
26176,34,management,divorced,tertiary,
26177,41,technician,married,secondary,
26178,49,technician,married,secondary,
26179,37,housemaid,married,primary,
26180,32,management,divorced,tertiary,
26181,51,services,married,secondary,
26182,41,management,married,tertiary,
26183,55,retired,married,secondary,
26184,32,technician,married,tertiary,
26185,42,technician,divorced,tertiary,
26186,32,technician,single,secondary,
26187,48,blue-collar,married,primary,
26188,58,self-employed,married,tertiary,
26189,31,management,married,tertiary,
26190,39,management,single,tertiary,
26191,42,self-employed,married,tertiary,
26192,36,technician,divorced,secondary,
26193,44,technician,married,secondary,
26194,58,services,married,secondary,
26195,51,housemaid,married,secondary,
26196,30,management,single,tertiary,
26197,31,technician,single,tertiary,
26198,56,services,married,secondary,
26199,31,management,single,tertiary,
26200,32,technician,married,secondary,
26201,57,blue-collar,married,secondary,
26202,48,management,married,tertiary,
26203,32,technician,single,secondary,
26204,33,management,single,tertiary,
26205,54,management,married,tertiary,
26206,50,blue-collar,married,primary,
26207,30,management,single,tertiary,
26208,30,management,married,tertiary,
26209,54,management,divorced,tertiary,
26210,54,self-employed,married,unknown,
26211,56,management,divorced,tertiary,
26212,38,housemaid,married,primary,
26213,45,self-employed,married,tertiary,
26214,50,management,married,secondary,
26215,58,retired,married,secondary,
26216,50,services,married,secondary,
26217,55,management,married,tertiary,
26218,32,technician,single,secondary,
26219,50,blue-collar,married,secondary,
26220,53,technician,divorced,secondary,
26221,43,management,married,tertiary,
26222,48,technician,divorced,secondary,
26223,37,blue-collar,single,secondary,
26224,43,housemaid,married,secondary,
26225,46,admin.,married,secondary,
26226,37,management,married,tertiary,
26227,35,management,married,tertiary,
26228,36,services,married,secondary,
26229,53,management,married,tertiary,
26230,33,technician,married,secondary,
26231,31,technician,married,secondary,
26232,32,technician,single,tertiary,
26233,31,management,single,tertiary,
26234,40,management,single,tertiary,
26235,50,technician,divorced,secondary,
26236,32,admin.,single,tertiary,
26237,40,technician,married,secondary,
26238,39,management,single,tertiary,
26239,53,management,divorced,tertiary,
26240,37,management,married,secondary,
26241,33,technician,married,tertiary,
26242,39,management,single,secondary,
26243,40,management,married,secondary,
26244,34,admin.,married,secondary,
26245,30,management,single,tertiary,
26246,34,technician,single,tertiary,
26247,56,technician,married,secondary,
26248,31,technician,single,secondary,
26249,37,entrepreneur,married,tertiary,
26250,34,management,single,tertiary,
26251,37,housemaid,single,tertiary,
26252,49,management,married,tertiary,
26253,50,housemaid,married,primary,
26254,55,admin.,married,secondary,
26255,52,admin.,married,secondary,
26256,48,management,married,tertiary,
26257,40,self-employed,married,secondary,
26258,37,technician,married,secondary,
26259,40,technician,married,secondary,
26260,47,management,married,tertiary,
26261,47,blue-collar,married,tertiary,
26262,54,blue-collar,married,secondary,
26263,33,management,single,tertiary,
26264,39,management,married,secondary,
26265,32,self-employed,married,tertiary,
26266,38,unemployed,single,secondary,
26267,45,blue-collar,married,secondary,
26268,35,entrepreneur,married,tertiary,
26269,38,technician,married,secondary,
26270,56,self-employed,married,secondary,
26271,30,management,single,secondary,
26272,30,technician,single,tertiary,
26273,33,management,single,tertiary,
26274,58,management,single,tertiary,
26275,33,management,married,tertiary,
26276,31,technician,single,secondary,
26277,50,admin.,married,secondary,
26278,47,technician,married,secondary,
26279,33,management,single,tertiary,
26280,48,admin.,married,secondary,
26281,32,management,single,tertiary,
26282,33,management,single,tertiary,
26283,46,services,married,secondary,
26284,43,technician,divorced,secondary,
26285,33,technician,married,tertiary,
26286,58,retired,married,tertiary,
26287,30,management,married,tertiary,
26288,59,management,married,tertiary,
26289,30,technician,single,secondary,
26290,41,management,married,tertiary,
26291,32,management,single,tertiary,
26292,31,technician,single,secondary,
26293,38,technician,married,secondary,
26294,31,management,married,tertiary,
26295,58,retired,married,secondary,
26296,41,technician,single,secondary,
26297,32,technician,single,secondary,
26298,60,blue-collar,married,primary,
26299,31,management,married,tertiary,
26300,39,management,married,tertiary,
26301,58,management,married,tertiary,
26302,56,retired,married,primary,
26303,34,management,married,tertiary,
26304,52,blue-collar,married,primary,
26305,36,technician,married,tertiary,
26306,44,technician,married,secondary,
26307,34,self-employed,married,tertiary,
26308,43,management,single,secondary,
26309,36,technician,married,secondary,
26310,55,technician,married,secondary,
26311,32,management,married,tertiary,
26312,46,housemaid,married,secondary,
26313,42,technician,married,secondary,
26314,32,management,married,tertiary,
26315,39,technician,married,tertiary,
26316,43,management,married,tertiary,
26317,32,management,single,tertiary,
26318,45,management,married,secondary,
26319,34,entrepreneur,married,secondary,
26320,51,technician,divorced,tertiary,
26321,34,unemployed,married,tertiary,
26322,34,management,single,tertiary,
26323,40,technician,single,secondary,
26324,44,entrepreneur,married,tertiary,
26325,51,management,married,secondary,
26326,51,blue-collar,married,primary,
26327,52,management,married,tertiary,
26328,57,management,married,tertiary,
26329,36,management,divorced,tertiary,
26330,33,technician,married,secondary,
26331,53,services,married,secondary,
26332,57,management,married,tertiary,
26333,32,management,single,tertiary,
26334,57,blue-collar,married,unknown,
26335,31,management,married,tertiary,
26336,30,technician,single,tertiary,
26337,56,retired,married,primary,
26338,37,management,married,secondary,
26339,35,technician,married,secondary,
26340,41,management,married,tertiary,
26341,34,management,married,tertiary,
26342,44,management,married,tertiary,
26343,40,technician,married,secondary,
26344,31,management,married,tertiary,
26345,41,technician,married,secondary,
26346,32,management,married,tertiary,
26347,37,management,married,tertiary,
26348,33,technician,single,tertiary,
26349,33,management,married,secondary,
26350,52,management,married,tertiary,
26351,49,housemaid,married,secondary,
26352,53,housemaid,married,primary,
26353,54,services,married,tertiary,
26354,59,management,divorced,tertiary,
26355,30,technician,single,secondary,
26356,34,technician,single,tertiary,
26357,42,management,married,secondary,
26358,59,management,divorced,tertiary,
26359,42,management,single,tertiary,
26360,43,management,single,tertiary,
26361,40,management,married,tertiary,
26362,43,management,married,tertiary,
26363,60,retired,married,unknown,
26364,47,technician,divorced,secondary,
26365,57,retired,married,primary,
26366,37,management,married,tertiary,
26367,42,management,married,tertiary,
26368,36,management,married,tertiary,
26369,55,housemaid,married,primary,
26370,32,management,married,tertiary,
26371,49,unknown,married,secondary,
26372,32,housemaid,married,secondary,
26373,31,technician,single,tertiary,
26374,37,technician,married,secondary,
26375,32,technician,single,secondary,
26376,46,technician,married,secondary,
26377,31,technician,single,secondary,
26378,33,management,single,tertiary,
26379,43,technician,divorced,secondary,
26380,50,blue-collar,married,secondary,
26381,50,blue-collar,married,primary,
26382,34,technician,married,secondary,
26383,32,management,married,tertiary,
26384,46,management,married,tertiary,
26385,31,management,married,tertiary,
26386,45,blue-collar,married,primary,
26387,50,services,married,secondary,
26388,31,admin.,married,secondary,
26389,34,technician,single,secondary,
26390,30,management,single,tertiary,
26391,59,retired,married,secondary,
26392,34,unemployed,single,tertiary,
26393,44,technician,divorced,secondary,
26394,32,technician,single,tertiary,
26395,32,unemployed,single,tertiary,
26396,55,retired,married,secondary,
26397,42,technician,divorced,secondary,
26398,36,technician,married,secondary,
26399,30,technician,single,tertiary,
26400,53,management,married,tertiary,
26401,55,retired,married,secondary,
26402,50,technician,married,secondary,
26403,43,technician,married,tertiary,
26404,60,retired,married,tertiary,
26405,42,management,single,tertiary,
26406,34,management,single,tertiary,
26407,38,student,married,secondary,
26408,37,management,married,tertiary,
26409,41,technician,married,secondary,
26410,59,retired,married,secondary,
26411,46,management,married,tertiary,
26412,34,technician,married,secondary,
26413,40,technician,married,secondary,
26414,37,management,married,secondary,
26415,44,management,divorced,tertiary,
26416,30,technician,single,tertiary,
26417,32,services,single,tertiary,
26418,50,blue-collar,married,secondary,
26419,42,technician,married,secondary,
26420,42,technician,divorced,secondary,
26421,59,retired,married,secondary,
26422,44,management,married,tertiary,
26423,47,services,married,unknown,
26424,52,technician,married,tertiary,
26425,55,admin.,married,secondary,
26426,44,technician,married,secondary,
26427,59,retired,married,secondary,
26428,46,technician,single,tertiary,
26429,44,self-employed,married,tertiary,
26430,53,blue-collar,married,primary,
26431,39,management,married,tertiary,
26432,35,technician,divorced,secondary,
26433,48,housemaid,married,tertiary,
26434,36,technician,married,tertiary,
26435,33,management,married,tertiary,
26436,51,services,married,unknown,
26437,32,entrepreneur,single,tertiary,
26438,37,technician,married,secondary,
26439,42,technician,married,secondary,
26440,43,management,married,tertiary,
26441,42,services,married,secondary,
26442,39,housemaid,married,tertiary,
26443,32,technician,divorced,secondary,
26444,52,management,married,tertiary,
26445,31,self-employed,married,tertiary,
26446,47,admin.,divorced,secondary,
26447,32,management,married,tertiary,
26448,40,housemaid,married,primary,
26449,48,technician,married,secondary,
26450,54,management,divorced,tertiary,
26451,43,management,divorced,tertiary,
26452,48,management,married,tertiary,
26453,55,services,married,secondary,
26454,37,technician,married,secondary,
26455,36,technician,married,secondary,
26456,58,housemaid,married,primary,
26457,31,technician,single,secondary,
26458,31,management,single,tertiary,
26459,56,retired,married,secondary,
26460,49,services,married,secondary,
26461,34,technician,married,secondary,
26462,38,management,married,tertiary,
26463,31,housemaid,married,tertiary,
26464,33,technician,single,secondary,
26465,40,technician,married,tertiary,
26466,33,management,single,tertiary,
26467,32,admin.,single,tertiary,
26468,34,technician,single,secondary,
26469,30,management,single,tertiary,
26470,50,housemaid,married,primary,
26471,55,management,divorced,tertiary,
26472,60,self-employed,married,secondary,
26473,53,management,married,tertiary,
26474,45,blue-collar,married,secondary,
26475,53,blue-collar,married,secondary,
26476,31,management,single,tertiary,
26477,34,technician,married,secondary,
26478,54,management,married,tertiary,
26479,34,management,single,tertiary,
26480,48,blue-collar,married,unknown,
26481,37,technician,married,tertiary,
26482,45,blue-collar,married,primary,
26483,33,self-employed,married,secondary,
26484,33,management,single,tertiary,
26485,48,housemaid,married,primary,
26486,53,services,married,secondary,
26487,52,services,married,secondary,
26488,32,technician,single,tertiary,
26489,33,technician,single,tertiary,
26490,39,technician,married,tertiary,
26491,35,technician,married,tertiary,
26492,51,blue-collar,married,secondary,
26493,34,management,single,tertiary,
26494,35,technician,single,secondary,
26495,30,technician,single,secondary,
26496,52,technician,married,secondary,
26497,48,blue-collar,married,primary,
26498,36,technician,single,tertiary,
26499,30,technician,divorced,secondary,
26500,57,retired,married,unknown,
26501,55,admin.,married,secondary,
26502,30,technician,married,tertiary,
26503,48,housemaid,single,secondary,
26504,45,self-employed,married,secondary,
26505,36,management,married,tertiary,
26506,36,technician,divorced,tertiary,
26507,31,management,single,tertiary,
26508,41,technician,married,secondary,
26509,33,management,single,tertiary,
26510,34,technician,married,secondary,
26511,43,management,married,tertiary,
26512,31,management,married,tertiary,
26513,45,self-employed,married,tertiary,
26514,32,technician,single,tertiary,
26515,32,technician,married,secondary,
26516,38,management,married,tertiary,
26517,42,self-employed,married,tertiary,
26518,52,technician,married,secondary,
26519,40,management,married,tertiary,
26520,53,management,divorced,tertiary,
26521,39,technician,single,tertiary,
26522,54,admin.,married,secondary,
26523,34,technician,married,secondary,
26524,35,management,single,tertiary,
26525,45,technician,married,secondary,
26526,45,technician,divorced,secondary,
26527,47,services,married,secondary,
26528,34,management,single,secondary,
26529,36,technician,single,secondary,
26530,30,technician,married,secondary,
26531,35,technician,single,tertiary,
26532,35,technician,married,secondary,
26533,44,management,married,tertiary,
26534,34,management,single,tertiary,
26535,30,technician,married,tertiary,
26536,41,technician,married,secondary,
26537,38,management,single,tertiary,
26538,41,technician,divorced,secondary,
26539,37,self-employed,married,tertiary,
26540,52,blue-collar,married,secondary,
26541,43,housemaid,married,primary,
26542,60,retired,married,tertiary,
26543,34,technician,married,secondary,
26544,34,management,married,tertiary,
26545,39,management,divorced,tertiary,
26546,44,management,married,tertiary,
26547,51,housemaid,married,primary,
26548,52,blue-collar,married,primary,
26549,40,technician,married,secondary,
26550,47,blue-collar,married,primary,
26551,40,technician,married,secondary,
26552,32,management,single,tertiary,
26553,50,blue-collar,married,primary,
26554,31,technician,single,tertiary,
26555,33,management,married,tertiary,
26556,60,retired,married,secondary,
26557,33,technician,married,secondary,
26558,31,management,single,tertiary,
26559,31,technician,single,secondary,
26560,33,technician,single,tertiary,
26561,58,blue-collar,married,primary,
26562,49,management,married,tertiary,
26563,35,management,single,tertiary,
26564,43,technician,divorced,tertiary,
26565,44,management,married,tertiary,
26566,35,technician,married,secondary,
26567,31,technician,single,tertiary,
26568,33,technician,married,secondary,
26569,48,management,single,tertiary,
26570,30,technician,single,secondary,
26571,43,management,single,tertiary,
26572,59,retired,married,primary,
26573,51,admin.,married,tertiary,
26574,36,management,married,tertiary,
26575,49,management,single,tertiary,
26576,59,retired,married,primary,
26577,42,technician,married,secondary,
26578,47,blue-collar,married,primary,
26579,32,technician,single,secondary,
26580,36,technician,married,tertiary,
26581,60,retired,married,tertiary,
26582,55,retired,married,secondary,
26583,45,blue-collar,married,primary,
26584,34,management,single,tertiary,
26585,32,technician,married,secondary,
26586,35,technician,married,secondary,
26587,30,technician,single,secondary,
26588,31,technician,single,secondary,
26589,30,management,single,tertiary,
26590,35,management,married,tertiary,
26591,49,blue-collar,married,primary,
26592,35,technician,single,secondary,
26593,32,technician,married,secondary,
26594,58,management,married,tertiary,
26595,30,management,married,tertiary,
26596,38,technician,married,secondary,
26597,35,technician,single,tertiary,
26598,60,management,married,tertiary,
26599,36,technician,married,secondary,
26600,56,blue-collar,married,primary,
26601,46,technician,married,secondary,
26602,43,management,single,tertiary,
26603,41,technician,divorced,secondary,
26604,31,technician,married,secondary,
26605,48,blue-collar,married,primary,
26606,60,technician,divorced,secondary,
26607,36,technician,single,secondary,
26608,34,management,single,tertiary,
26609,58,retired,married,tertiary,
26610,45,technician,married,tertiary,
26611,39,management,married,tertiary,
26612,55,technician,married,secondary,
26613,32,technician,married,secondary,
26614,41,management,single,tertiary,
26615,32,technician,married,secondary,
26616,32,technician,single,secondary,
26617,31,management,single,tertiary,
26618,33,management,single,tertiary,
26619,36,technician,married,secondary,
26620,35,technician,single,secondary,
26621,38,self-employed,married,tertiary,
26622,36,technician,married,secondary,
26623,47,blue-collar,married,primary,
26624,31,technician,married,tertiary,
26625,49,services,married,secondary,
26626,59,technician,divorced,secondary,
26627,37,management,married,tertiary,
26628,42,technician,married,secondary,
26629,46,blue-collar,married,secondary,
26630,35,technician,married,tertiary,
26631,51,blue-collar,married,primary,
26632,41,technician,single,tertiary,
26633,35,technician,divorced,secondary,
26634,34,management,single,tertiary,
26635,38,technician,divorced,tertiary,
26636,33,technician,married,secondary,
26637,36,technician,single,secondary,
26638,33,technician,married,secondary,
26639,31,management,single,tertiary,
26640,45,self-employed,married,primary,
26641,32,management,married,tertiary,
26642,34,management,married,tertiary,
26643,33,services,married,secondary,
26644,47,admin.,married,secondary,
26645,37,technician,married,tertiary,
26646,35,technician,divorced,secondary,
26647,37,management,single,secondary,
26648,60,retired,married,tertiary,
26649,38,technician,married,secondary,
26650,38,technician,single,secondary,
26651,30,technician,married,secondary,
26652,47,technician,divorced,tertiary,
26653,40,management,married,tertiary,
26654,47,blue-collar,married,primary,
26655,53,admin.,married,secondary,
26656,48,blue-collar,married,secondary,
26657,46,management,married,tertiary,
26658,36,technician,single,secondary,
26659,33,management,married,tertiary,
26660,56,management,married,tertiary,
26661,32,management,married,tertiary,
26662,35,technician,single,secondary,
26663,32,technician,single,secondary,
26664,45,management,married,tertiary,
26665,45,technician,divorced,secondary,
26666,35,unknown,married,primary,
26667,37,technician,single,tertiary,
26668,51,blue-collar,married,primary,
26669,35,technician,married,tertiary,
26670,47,self-employed,married,secondary,
26671,32,management,single,tertiary,
26672,35,management,single,tertiary,
26673,31,management,single,tertiary,
26674,46,management,single,tertiary,
26675,49,management,married,tertiary,
26676,45,technician,married,secondary,
26677,33,technician,married,secondary,
26678,51,admin.,married,secondary,
26679,59,retired,married,secondary,
26680,48,management,divorced,tertiary,
26681,57,admin.,married,secondary,
26682,33,technician,married,tertiary,
26683,39,housemaid,divorced,primary,
26684,39,management,single,tertiary,
26685,42,technician,divorced,secondary,
26686,37,management,married,tertiary,
26687,30,management,single,tertiary,
26688,46,blue-collar,married,secondary,
26689,33,technician,married,secondary,
26690,49,management,single,secondary,
26691,36,self-employed,married,primary,
26692,31,services,single,secondary,
26693,34,management,married,tertiary,
26694,35,technician,married,secondary,
26695,56,management,married,tertiary,
26696,32,technician,single,secondary,
26697,33,management,married,tertiary,
26698,48,blue-collar,married,secondary,
26699,34,admin.,married,secondary,
26700,35,technician,single,tertiary,
26701,32,technician,married,secondary,
26702,58,services,married,secondary,
26703,31,technician,single,secondary,
26704,33,technician,single,tertiary,
26705,32,management,single,tertiary,
26706,31,technician,single,secondary,
26707,59,self-employed,married,tertiary,
26708,48,technician,married,tertiary,
26709,32,management,single,tertiary,
26710,36,management,married,tertiary,
26711,33,technician,married,secondary,
26712,38,admin.,divorced,secondary,
26713,54,technician,married,secondary,
26714,39,management,married,tertiary,
26715,48,technician,divorced,secondary,
26716,31,technician,single,secondary,
26717,56,services,married,unknown,
26718,34,technician,single,secondary,
26719,39,management,divorced,tertiary,
26720,31,technician,married,secondary,
26721,55,management,single,tertiary,
26722,50,management,divorced,tertiary,
26723,45,technician,married,secondary,
26724,35,management,married,tertiary,
26725,31,technician,married,secondary,
26726,37,management,married,tertiary,
26727,34,technician,married,secondary,
26728,33,services,married,secondary,
26729,33,technician,married,tertiary,
26730,55,admin.,married,secondary,
26731,41,technician,married,secondary,
26732,33,technician,divorced,secondary,
26733,46,blue-collar,married,primary,
26734,60,retired,married,primary,
26735,47,management,divorced,tertiary,
26736,31,management,single,tertiary,
26737,41,management,single,tertiary,
26738,46,blue-collar,married,secondary,
26739,47,entrepreneur,married,secondary,
26740,31,management,married,tertiary,
26741,34,technician,divorced,secondary,
26742,45,blue-collar,married,primary,
26743,32,management,married,tertiary,
26744,49,management,married,tertiary,
26745,39,management,single,secondary,
26746,47,services,married,secondary,
26747,59,technician,divorced,secondary,
26748,48,management,married,tertiary,
26749,33,management,married,tertiary,
26750,38,technician,single,secondary,
26751,33,management,single,tertiary,
26752,49,technician,married,secondary,
26753,31,technician,divorced,secondary,
26754,46,management,divorced,secondary,
26755,33,housemaid,married,secondary,
26756,38,management,single,tertiary,
26757,59,technician,married,secondary,
26758,49,blue-collar,married,secondary,
26759,40,technician,married,secondary,
26760,32,technician,single,secondary,
26761,34,management,single,secondary,
26762,54,blue-collar,married,primary,
26763,45,blue-collar,married,primary,
26764,30,management,single,tertiary,
26765,40,self-employed,single,tertiary,
26766,42,unemployed,divorced,tertiary,
26767,33,management,single,tertiary,
26768,43,admin.,married,secondary,
26769,39,technician,divorced,secondary,
26770,40,technician,divorced,secondary,
26771,52,technician,married,tertiary,
26772,55,blue-collar,married,primary,
26773,35,management,married,tertiary,
26774,54,technician,married,secondary,
26775,45,blue-collar,married,primary,
26776,33,blue-collar,married,secondary,
26777,46,blue-collar,married,primary,
26778,31,technician,married,secondary,
26779,46,management,divorced,tertiary,
26780,38,unknown,married,unknown,
26781,34,entrepreneur,married,unknown,
26782,54,blue-collar,married,secondary,
26783,34,technician,married,secondary,
26784,44,technician,married,secondary,
26785,32,management,single,tertiary,
26786,33,housemaid,single,tertiary,
26787,41,management,married,secondary,
26788,45,blue-collar,married,primary,
26789,41,admin.,married,secondary,
26790,54,services,married,unknown,
26791,49,blue-collar,married,secondary,
26792,36,technician,single,tertiary,
26793,45,technician,single,tertiary,
26794,48,blue-collar,married,primary,
26795,41,management,married,tertiary,
26796,41,technician,married,secondary,
26797,56,management,married,tertiary,
26798,55,admin.,married,tertiary,
26799,36,self-employed,married,tertiary,
26800,40,management,single,tertiary,
26801,30,technician,married,tertiary,
26802,35,management,divorced,secondary,
26803,31,management,married,tertiary,
26804,59,housemaid,married,primary,
26805,46,technician,divorced,secondary,
26806,38,technician,married,secondary,
26807,52,technician,divorced,secondary,
26808,52,technician,married,secondary,
26809,45,technician,married,secondary,
26810,38,technician,single,secondary,
26811,40,technician,divorced,secondary,
26812,47,blue-collar,married,secondary,
26813,48,blue-collar,married,secondary,
26814,38,management,married,tertiary,
26815,60,admin.,married,secondary,
26816,46,blue-collar,married,unknown,
26817,34,technician,married,secondary,
26818,33,technician,married,secondary,
26819,47,self-employed,married,primary,
26820,58,retired,married,primary,
26821,47,management,single,tertiary,
26822,34,technician,divorced,secondary,
26823,32,management,married,tertiary,
26824,31,technician,single,secondary,
26825,42,technician,married,unknown,
26826,41,technician,divorced,secondary,
26827,37,technician,married,secondary,
26828,56,retired,married,secondary,
26829,52,services,married,secondary,
26830,49,self-employed,married,secondary,
26831,36,technician,single,secondary,
26832,32,technician,single,secondary,
26833,60,technician,single,secondary,
26834,49,technician,single,secondary,
26835,35,management,single,tertiary,
26836,36,management,single,tertiary,
26837,36,technician,divorced,secondary,
26838,33,technician,single,tertiary,
26839,34,technician,married,secondary,
26840,37,technician,married,secondary,
26841,32,management,single,tertiary,
26842,30,technician,single,secondary,
26843,37,technician,married,secondary,
26844,45,technician,married,secondary,
26845,52,technician,married,secondary,
26846,46,technician,married,secondary,
26847,46,unemployed,married,secondary,
26848,33,technician,married,secondary,
26849,39,technician,divorced,secondary,
26850,49,management,married,tertiary,
26851,50,admin.,married,tertiary,
26852,47,admin.,married,tertiary,
26853,37,admin.,married,secondary,
26854,43,technician,single,tertiary,
26855,53,unemployed,married,tertiary,
26856,31,management,single,tertiary,
26857,35,management,single,tertiary,
26858,37,technician,married,secondary,
26859,51,blue-collar,married,primary,
26860,37,housemaid,married,primary,
26861,47,admin.,married,secondary,
26862,57,retired,married,tertiary,
26863,36,technician,single,secondary,
26864,32,management,single,tertiary,
26865,33,management,married,tertiary,
26866,38,self-employed,married,tertiary,
26867,51,blue-collar,married,secondary,
26868,31,housemaid,single,secondary,
26869,37,management,single,tertiary,
26870,46,management,married,tertiary,
26871,53,entrepreneur,married,secondary,
26872,59,blue-collar,married,primary,
26873,34,management,divorced,tertiary,
26874,46,technician,divorced,secondary,
26875,30,self-employed,married,tertiary,
26876,49,management,married,tertiary,
26877,43,management,married,tertiary,
26878,36,blue-collar,married,secondary,
26879,28,blue-collar,single,secondary,
26880,36,self-employed,single,tertiary,
26881,47,admin.,divorced,secondary,
26882,37,management,divorced,tertiary,
26883,50,blue-collar,married,primary,
26884,32,management,married,tertiary,
26885,31,entrepreneur,married,tertiary,
26886,52,technician,married,secondary,
26887,52,management,married,tertiary,
26888,45,admin.,divorced,secondary,
26889,47,admin.,married,secondary,
26890,48,student,single,unknown,
26891,43,management,married,tertiary,
26892,30,technician,married,tertiary,
26893,34,blue-collar,divorced,secondary,
26894,44,technician,single,secondary,
26895,30,blue-collar,married,secondary,
26896,33,admin.,married,tertiary,
26897,32,admin.,married,secondary,
26898,42,admin.,single,secondary,
26899,40,technician,married,secondary,
26900,33,services,married,secondary,
26901,58,retired,married,tertiary,
26902,35,management,married,tertiary,
26903,31,blue-collar,married,primary,
26904,45,admin.,married,secondary,
26905,58,management,divorced,tertiary,
26906,45,blue-collar,married,secondary,
26907,28,student,single,secondary,
26908,36,management,married,tertiary,
26909,42,admin.,single,secondary,
26910,32,technician,single,tertiary,
26911,28,self-employed,married,secondary,
26912,40,management,married,tertiary,
26913,36,management,married,tertiary,
26914,44,admin.,divorced,primary,
26915,51,entrepreneur,married,tertiary,
26916,56,technician,married,secondary,
26917,57,unknown,married,unknown,
26918,26,services,single,secondary,
26919,40,technician,divorced,tertiary,
26920,49,admin.,married,secondary,
26921,50,management,single,tertiary,
26922,44,blue-collar,married,secondary,
26923,58,admin.,divorced,secondary,
26924,37,admin.,married,secondary,
26925,36,technician,single,secondary,
26926,39,entrepreneur,married,primary,
26927,58,retired,married,primary,
26928,27,entrepreneur,married,secondary,
26929,33,management,married,tertiary,
26930,47,management,divorced,tertiary,
26931,30,admin.,married,secondary,
26932,39,admin.,married,secondary,
26933,57,technician,married,secondary,
26934,38,management,married,tertiary,
26935,43,management,married,secondary,
26936,34,technician,married,secondary,
26937,31,admin.,married,secondary,
26938,35,management,divorced,tertiary,
26939,58,management,divorced,tertiary,
26940,39,blue-collar,single,unknown,
26941,60,blue-collar,married,secondary,
26942,59,management,divorced,tertiary,
26943,35,management,single,tertiary,
26944,42,technician,divorced,secondary,
26945,43,retired,married,secondary,
26946,36,entrepreneur,married,tertiary,
26947,34,housemaid,married,secondary,
26948,35,blue-collar,single,secondary,
26949,43,self-employed,married,primary,
26950,38,admin.,single,secondary,
26951,39,blue-collar,married,secondary,
26952,58,retired,divorced,tertiary,
